,,,"Author, editor or organization",Year derived,Title,Subtitle,Reference type,Periodical,DOI name,Volume,Number,Date,Page range,Keywords,Categories,StartDate (= Custom field 1)
TRUE,FALSE,FALSE,"Vött, Andreas; Bruins, Hendrik J.; Gawehn, Matthijs; Goodman-Tchernov, Beverly N.; Martini, Paolo Marco de; Kelletat, Dieter; Mastronuzzi, Giuseppe; Reicherter, Klaus; Röbke, Björn R.; Scheffers, Anja; Willershäuser, Timo; Avramidis, Pavlos; Bellanova, Piero; Costa, Pedro J.M.; Finkler, Claudia; Hadler, Hanna; Koster, Benjamin; Lario, Javier; Reinhardt, Eduard; Mathes-Schmidt, Margret; Ntageretzis, Konstantin; Pantosti, Daniela; Papanikolaou, Ioannis; Sansò, Paolo; Scicchitano, Giovanni; Smedile, Alessandra; Szczuciski, Witek",2019,Publicity waves based on manipulated geoscientific data suggesting climatic trigger for majority of tsunami findings in the Mediterranean – Response to 'Tsunamis in the geological record: Making waves with a cautionary tale from the Mediterranean' by Marriner et al. (2017),,Journal Article,"Zeit fur Geo Supp (Zeitschrift für Geomorphologie, Supplementary Issues)",10.1127/zfg_suppl/2018/0547,62,2,,7–45,,"1 To do; 2.2 Env. centred; 3.3 Subjectively/Visually; 4.11 Hazard; 4.22 Deadly; 4.66 Multiplicative (x times more); 4.77 Extreme event; 5.2.2 Storm activity; 5.2.4 Storm and Tsunami database; 5.10.8 Sediment; 5.15.1 Radiocarbon; 5.15.2 Time Series; 5.20.2 Financial Costs; 5.21 Mortality; 5.34 Lit. Review; 5.46 Damage estimates; 6.1.2 Numerical; 6.2.5 Critique; 7.3 Risk; 7.51 Uncertainty (data); 7.55 Spatial Context; 7.61 Cycles; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 9.4 Persuasion; 9.5 Review; 10 Chronology; 11.10 Mediterranean; 12.4.2 Storms; 12.4.18 Tsunami; 13.48 Fukushima, Japan; 13.61 Tsunami Indian Ocean 2004; 13.71 Tsunami Gulf of Malia 426BC; 13.72 Tsunami Mediterranean 365AD; 14.7 Palaeo Science; 16.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Huguet, F.; Parey, S.; Dacunha-Castelle, D.; Malek, F.",2008,Is there a trend in extremely high river temperature for the next decades? A case study for France,,Journal Article,Nat. Hazards Earth Syst. Sci. (Natural Hazards and Earth System Sciences),10.5194/nhess-8-67-2008,8,1,,67–79,,1 To do; 2.2 Env. centred; 3.4 Statistically; 4.23 Overwhelm/Threshold; 4.76 Extremes; 5.14.3 Water Temperature; 5.15.2 Time Series; 6.1.1 Statistical; 7.5 Climate change; 7.28 Industrialization & infrastructure; 7.29 Attribution; 7.48 Thresholds/Tipping points; 7.53 Trending Extremes; 7.54 Water; 7.63 Extreme Value Theory (EVT); 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.3.17 France; 12.4.10 Temperature extremes; 13.13 2003 European heatwave; 14.2 Earth Science; 14.5 Hydrology; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Khalid, Muhammad Abdullah; Ali, Yousaf",2019,Economic impact assessment of natural disaster with multi-criteria decision making for interdependent infrastructures,,Journal Article,"Environ Dev Sustain (Environment, Development and Sustainability)",10.1007/s10668-019-00499-x,65,,,391,,"1 To do; 2.3 Policy; 3.2 Analogously; 4.4 Rapid; 4.6 Disaster; 4.8 Catastrophic; 4.12 Intensity; 4.13 Impact; 4.17 Magnitude; 4.20 Frequency; 4.28 Severe; 4.39 Destructive; 4.44 Disruption; 4.65 Unprecedented; 4.78 Calamity; 4.83 Perturbation; 5.20.1 Economic Indicators like GDP or transactions; 6.1.2 Numerical; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.17 Habitat destruction; 7.21 Loss and damage; 7.23 Complex; 7.28 Industrialization & infrastructure; 7.36 Systems; 7.53 Trending Extremes; 7.58 Decision theory; 7.81 Interdependency Analysis; 7.82 Inoperability Input Output Model; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.4.5 Pakistan; 12.2.1 Earthquake; 12.4.1 Flood; 12.4.3 Drought; 12.4.5 Hurricane; 12.4.5.1 Cyclone; 12.4.9 Severe heat/heat wave; 13.3 Hurricane Katrina; 13.13 2003 European heatwave; 13.57 Drought, Northern China 2009; 13.58 East Africa Drought 2011; 13.59 Cyclone Nargis 2008; 13.60 Earthquake in Pakistan 2005; 13.61 Tsunami Indian Ocean 2004; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Youssef, Ahmed M.; Pradhan, Biswajeet; Sefry, Saleh A.",2016,Flash flood susceptibility assessment in Jeddah city (Kingdom of Saudi Arabia) using bivariate and multivariate statistical models,,Journal Article,Environ Earth Sci (Environmental Earth Sciences),10.1007/s12665-015-4830-8,75,1,,23,,"1 To do; 2.3 Policy; 3.2 Analogously; 4.8 Catastrophic; 4.11 Hazard; 4.38 Threat; 4.63 Serious; 4.87 Exceptional; 4.101 Susceptibility; 5.10.1 Geology (slope, aspect, lithology, etc.); 5.16.2 Satellite Imagery; 5.16.3 GIS; 6.1.1 Statistical; 7.6 Human activity; 7.7 Health & psychology; 7.8 Management; 7.11 Land use & landscape changes; 7.21 Loss and damage; 7.28 Industrialization & infrastructure; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.4.3 Suadi Arabia; 12.4.1 Flood; 13.74 Jeddah Saudi Arabia flood 2009; 13.75 Jeddah Saudi Arabia flood 2011; 14.2 Earth Science; 16.1 Completed; 19 Cluster 3; 21 Complete set",
TRUE,FALSE,FALSE,"Graham, Nicholas A. J.; Bellwood, David R.; Cinner, Joshua E.; Hughes, Terry P.; Norström, Albert V.; Nyström, Magnus",2013,Managing resilience to reverse phase shifts in coral reefs,,Journal Article,Frontiers in Ecology and the Environment,10.1890/120305,11,10,,541–548,,1 To do; 2.3 Policy; 3.2 Analogously; 4.16 Disturbance; 4.41 Episode; 4.45 Shock; 4.61 Marked Difference; 4.66 Multiplicative (x times more); 4.69 Shift; 4.87 Exceptional; 4.104 Pulse; 5.34 Lit. Review; 6.2.2 Review; 7.1 Resilience; 7.5 Climate change; 7.6 Human activity; 7.8 Management; 7.17 Habitat destruction; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.39 Human-environment dynamics; 7.48 Thresholds/Tipping points; 7.53 Trending Extremes; 7.67 Feedbacks; 7.85 Lagged effects; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.4 Persuasion; 9.5 Review; 11.1 Global; 12.4.2 Storms; 12.4.5 Hurricane; 12.4.5.1 Cyclone; 12.4.20 Extreme Weather Event; 12.8.15 Coral Bleaching; 14.4 Ecology; 16.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Zhou, Xuhui; Fei, Shenfeng; Sherry, Rebecca; Luo, Yiqi",2012,Root Biomass Dynamics Under Experimental Warming and Doubled Precipitation in a Tallgrass Prairie,,Journal Article,Ecosystems,10.1007/s10021-012-9525-3,15,4,,542–554,,1 To do; 2.4 Plant/animal; 3.1 Quantitatively; 4.10 Anomalous; 4.12 Intensity; 4.13 Impact; 4.20 Frequency; 4.28 Severe; 4.42 Significant; 4.77 Extreme event; 4.104 Pulse; 5.4.1 Root measurements; 5.10.4 Soil moisture; 5.13.8 Temperature; 5.15.2 Time Series; 6.1.1 Statistical; 7.5 Climate change; 7.26 Ecology and ecosystems; 7.53 Trending Extremes; 7.85 Lagged effects; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.5.1.2 Oklahoma USA; 12.4.10 Temperature extremes; 12.4.12 Precipitation extremes; 12.4.20 Extreme Weather Event; 14.4 Ecology; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Feio, Maria João; Coimbra, Carlos Nuno; Graça, Manuel A. S.; Nichols, Susan J.; Norris, Richard H.",2010,The influence of extreme climatic events and human disturbance on macroinvertebrate community patterns of a Mediterranean stream over 15 y,,Journal Article,Journal of the North American Benthological Society,10.1899/09-158.1,29,4,,1397–1409,,1 To do; 2.4 Plant/animal; 3.1 Quantitatively; 4.16 Disturbance; 4.17 Magnitude; 4.43 Excursion-Deviation; 4.52 Superlative (somethig-est); 4.76 Extremes; 5.7.1 Water chemistry; 5.13.8 Temperature; 5.13.10 Precipitation; 5.15.2 Time Series; 6.1.1 Statistical; 6.1.2 Numerical; 7.1 Resilience; 7.5 Climate change; 7.6 Human activity; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.53 Trending Extremes; 7.59 Pollution; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.3.12 Portugal; 12.4.3.2 Extreme dry (season); 12.4.10 Temperature extremes; 12.4.11 Severe precipitation; 14.4 Ecology; 16.1 Completed; 20 Cluster 4; 21 Complete set,
TRUE,FALSE,FALSE,"Cuenca Cambronero, Maria; Beasley, Jordan; Kissane, Stephen; Orsini, Luisa",2018,Evolution of thermal tolerance in multifarious environments,,Journal Article,Molecular ecology,10.1111/mec.14890,27,22,,4529–4541,,1 To do; 2.4 Plant/animal; 3.2 Analogously; 4.13 Impact; 4.20 Frequency; 4.45 Shock; 4.64 Sudden; 5.3.3 Life History Traits; 5.13.8 Temperature; 5.44 Experimental; 5.45 Critical Thermal Maximum (bio-threshold); 6.1.1 Statistical; 6.1.2 Numerical; 7.4 Adaptation; 7.6 Human activity; 7.20 Acclimatization & tolerance; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.39 Human-environment dynamics; 7.53 Trending Extremes; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 10 Chronology; 11.3.13 Denmark; 12.1 Extreme events (general); 12.4.10 Temperature extremes; 14.4 Ecology; 16.1 Completed; 18 Cluster 2; 21 Complete set,
TRUE,FALSE,FALSE,"Nichols, Susan J.; Robinson, Wayne A.; Norris, Richard H.",2010,Using the reference condition maintains the integrity of a bioassessment program in a changing climate,,Journal Article,Journal of the North American Benthological Society,10.1899/09-165.1,29,4,,1459–1471,,"1 To do; 2.4 Plant/animal; 3.2 Analogously; 4.15 Sensitivity; 4.46.1 Major...change; 4.77 Extreme event; 5.3.6 Faunal abundance; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.13.10 Precipitation; 5.15.2 Time Series; 5.50 Bioindicators; 6.1.1 Statistical; 7.3 Risk; 7.5 Climate change; 7.6 Human activity; 7.17 Habitat destruction; 7.25 Climate & circulation; 7.26 Ecology and ecosystems; 7.89 Reference condition; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10 Chronology; 11.2.1 Kosciuszko National Park Australia; 12.4.3 Drought; 12.8.1 Fire; 12.10.3 ENSO; 13.46 Victorian bushfires, Aus; 13.78 Australian fires 2003; 14.4 Ecology; 16.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Yeakel, Justin D.; Pires, Mathias M.; Rudolf, Lars; Dominy, Nathaniel J.; Koch, Paul L.; Guimarães, Paulo R.; Gross, Thilo",2014,Collapse of an ecological network in Ancient Egypt,,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1408471111,111,40,,14472–14477,,"1 To do; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.15 Sensitivity; 4.16 Disturbance; 4.25 Sharp; 4.29 Dramatic effect; 4.69 Shift; 4.104 Pulse; 4.105 Destabilizing; 5.3.6 Faunal abundance; 5.3.7 Faunal remains; 5.6.2 Archaeology; 5.15.2 Time Series; 5.43 Historical Archive/Documents; 5.49 Body mass ratios; 6.1.1 Statistical; 7.2 Populations; 7.3 Risk; 7.5 Climate change; 7.6 Human activity; 7.17 Habitat destruction; 7.18 Prediction; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.51 Uncertainty (data); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 8.4 Prehistorical (<10,000); 9.2 Discovery-driven; 10 Chronology; 11.6.5 Egypt; 12.3.6 Arid Event (Climatic); 14.7 Palaeo Science; 16.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Muthusankar, G.; Proisy, C.; Balasubramanian, D.; Bautès, N.; Bhalla, R. S.; Mathevet, R.; Ricout, A.; Babu, D. Senthil; Vasudevan, S.",2018,When Socio-Economic Plans Exacerbate Vulnerability to Physical Coastal Processes on the South East Coast of India,,Journal Article,Journal of Coastal Research,10.2112/SI85-290.1,85,,,1446–1450,346,"2.1 Human-centred; 2.2 Env. centred; 2.3 Policy; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.28 Severe; 5.16.2 Satellite Imagery; 7.7 Health & psychology; 7.8 Management; 7.10 Agriculture; 7.17 Habitat destruction; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.25 Climate & circulation; 7.26 Ecology and ecosystems; 7.28 Industrialization & infrastructure; 7.39 Human-environment dynamics; 7.40 Security; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.3 Question-driven; 11.4.18.1 Tamil Nadu, India; 12.4.5.1 Cyclone; 14.1 Social Science; 16.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Sun, Qiaohong; Miao, Chiyuan; Hanel, Martin; Borthwick, Alistair G. L.; Duan, Qingyun; Ji, Duoying; Li, Hu",2019,"Global heat stress on health, wildfires, and agricultural crops under different levels of climate warming",,Journal Article,Environment international,10.1016/j.envint.2019.04.025,128,,,125–136,105,2.1 Human-centred; 2.2 Env. centred; 2.3 Policy; 3.1 Quantitatively; 4.11 Hazard; 4.12 Intensity; 4.13 Impact; 4.14 Exposure; 4.17 Magnitude; 4.20 Frequency; 4.23 Overwhelm/Threshold; 4.37 Danger; 4.39 Destructive; 5.13.8 Temperature; 5.13.9 Relative humidity; 5.24 Indeces (Composite); 6.1.2 Numerical; 7.3 Risk; 7.5 Climate change; 7.7 Health & psychology; 7.10 Agriculture; 7.12 Resource security; 7.18 Prediction; 7.21 Loss and damage; 7.24 Vulnerability; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 7.45 Hot-spots; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.1 Global; 12.3.1 Climate Change; 12.4.3 Drought; 12.4.9 Severe heat/heat wave; 12.4.11 Severe precipitation; 12.8.1 Fire; 14.1 Social Science; 15.1 Completed; 19 Cluster 3; 21 Complete set,
TRUE,FALSE,FALSE,"Bhattacharjee, Kasturi; Behera, Bhagirath",2018,Does forest cover help prevent flood damage? Empirical evidence from India,,Journal Article,Global Environmental Change,10.1016/j.gloenvcha.2018.09.004,53,,,78–89,256,2.1 Human-centred; 2.2 Env. centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.4 Rapid; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.20 Frequency; 4.28 Severe; 4.76 Extremes; 5.2.6 Flood Event Records; 5.5.2 Population data (modern); 5.17.3 Forest cover; 5.21 Mortality; 5.36 Lives affected; 6.1.1 Statistical; 7.1 Resilience; 7.2 Populations; 7.3 Risk; 7.7 Health & psychology; 7.8 Management; 7.17 Habitat destruction; 7.24 Vulnerability; 7.25 Climate & circulation; 7.26 Ecology and ecosystems; 7.28 Industrialization & infrastructure; 7.41 Scale; 7.42 Extent; 8.1 Contemporary (>1900); 9.1 Hypothesis-driven; 10.1 Start year; 10.2 End year; 11.4.18 India; 12.4.1 Flood; 14.4 Ecology; 15.1 Completed; 17 Cluster 1; 21 Complete set,
TRUE,FALSE,FALSE,"Green, Donna; Alexander, Lisa; Mclnnes, Kathy; Church, John; Nicholls, Neville; White, Neil",2010,"An assessment of climate change impacts and adaptation for the Torres Strait Islands, Australia",,Journal Article,CLIMATIC CHANGE,10.1007/s10584-009-9756-2,102,3-4,,405–433,1252,"2.1 Human-centred; 2.2 Env. centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.4 Rapid; 4.6 Disaster; 4.12 Intensity; 4.14 Exposure; 4.15 Sensitivity; 4.20 Frequency; 4.38 Threat; 5.34 Lit. Review; 6.2.2 Review; 7.1 Resilience; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.12 Resource security; 7.18 Prediction; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.25 Climate & circulation; 7.26 Ecology and ecosystems; 7.28 Industrialization & infrastructure; 7.64 Dynamical Systems Modelling; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 9.5 Review; 11.2.3 Torres Strait Island, Australia; 12.3.1 Climate Change; 12.4.5.1 Cyclone; 12.4.10 Temperature extremes; 12.4.12 Precipitation extremes; 12.4.17 Storm Surge; 12.7.4.1 Sea Level Rise; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Carey, Mark; Huggel, Christian; Bury, Jeffrey; Portocarrero, César; Haeberli, Wilfried",2012,"An integrated socio-environmental framework for glacier hazard management and climate change adaptation: lessons from Lake 513, Cordillera Blanca, Peru",,Journal Article,CLIMATIC CHANGE,10.1007/s10584-011-0249-8,112,3-4,,733–767,,"2.1 Human-centred; 2.2 Env. centred; 2.3 Policy; 3.3 Subjectively/Visually; 4.6 Disaster; 4.8 Catastrophic; 4.11 Hazard; 4.12 Intensity; 4.13 Impact; 4.14 Exposure; 4.20 Frequency; 4.38 Threat; 4.68 Unpredictable; 5.19.3 Interviews; 5.34 Lit. Review; 6.2.2 Review; 7.1 Resilience; 7.3 Risk; 7.4 Adaptation; 7.5 Climate change; 7.7 Health & psychology; 7.8 Management; 7.9 Mitigation; 7.10 Agriculture; 7.13 Human perception; 7.14 Early warning systems (EWS); 7.15 Response and recovery; 7.18 Prediction; 7.21 Loss and damage; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.43 Decreasing likelihood; 7.60 Disaster prevention; 8.1 Contemporary (>1900); 9.2 Discovery-driven; 10.1 Start year; 10.2 End year; 11.5.2.9 Peru; 12.7.6 Glacial lake outburst flood; 13.65 April 2010 Glacial lake outburt flood, Peru; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Firestone, R. B.; West, A.; Kennett, J. P.; Becker, L.; Bunch, T. E.; Revay, Z. S.; Schultz, P. H.; Belgya, T.; Kennett, D. J.; Erlandson, J. M.; Dickenson, O. J.; Goodyear, A. C.; Harris, R. S.; Howard, G. A.; Kloosterman, J. B.; Lechler, P.; MAYEWSKI, P. A.; Montgomery, J.; Poreda, R.; Darrah, T.; Hee, S. S. Que; Smith, A. R.; Stich, A.; Topping, W.; Wittke, J. H.; Wolbach, W. S.",2007,"Evidence for an extraterrestrial impact 12,900 years ago that contributed to the megafaunal extinctions and the Younger Dryas cooling",,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.0706977104,104,41,,16016–16021,1399,"2.1 Human-centred; 2.2 Env. centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.8 Catastrophic; 4.28 Severe; 4.30 Devastative; 5.9.6 Elemental; 5.10.8 Sediment; 5.15.1 Radiocarbon; 6.1.2 Numerical; 7.2 Populations; 7.5 Climate change; 7.12 Resource security; 7.26 Ecology and ecosystems; 7.27 Extinction and evolution; 8.4 Prehistorical (<10,000); 9.4 Persuasion; 10.1 Start year; 10.2 End year; 11.5.1.12 North America; 12.6.2 ET impact; 12.8.1 Fire; 13.1 12.9 ka ET impact; 14.7 Palaeo Science; 15.1 Completed; 20 Cluster 4; 21 Complete set",
TRUE,FALSE,FALSE,"Miao, Lijuan; Liu, Qiang; Fraser, Richard; He, Bin; Cui, Xuefeng",2015,Shifts in vegetation growth in response to multiple factors on the Mongolian Plateau from 1982 to 2011,,Journal Article,"Physics and Chemistry of the Earth, Parts A/B/C",10.1016/j.pce.2015.07.010,87-88,,,50–59,831,2.1 Human-centred; 2.2 Env. centred; 2.4 Plant/animal; 3.3 Subjectively/Visually; 4.15 Sensitivity; 4.16 Disturbance; 4.46 Drastic (change); 4.64 Sudden; 5.13.8 Temperature; 5.13.10 Precipitation; 5.15.2 Time Series; 5.16.2 Satellite Imagery; 6.1.1 Statistical; 7.2 Populations; 7.5 Climate change; 7.8 Management; 7.10 Agriculture; 7.18 Prediction; 7.21 Loss and damage; 7.22 Socio/Politico/Cultural Context; 7.24 Vulnerability; 8.1 Contemporary (>1900); 8.5 Projected (future); 9.3 Question-driven; 10.1 Start year; 10.2 End year; 11.4.1 China; 11.4.10 Mongolia; 12.3.1 Climate Change; 12.4.3 Drought; 12.4.15 Dust Storm; 12.7.5 Soil erosion; 12.8.12 Desertification; 12.8.13 Overgrazing; 14.4 Ecology; 15.1 Completed; 21 Complete set,
TRUE,FALSE,FALSE,"Messerli, Bruno; Grosjean, Martin; Hofer, Thomas; Núñez, Lautaro; Pfister, Christian",2000,From nature-dominated to human-dominated environmental changes,,Journal Article,Quaternary Science Reviews,10.1016/S0277-3791(99)00075-X,19,1-5,,459–479,1580,"2.1 Human-centred; 2.2 Env. centred; 3.1 Quantitatively; 3.3 Subjectively/Visually; 4.2 Abrupt; 4.8 Catastrophic; 4.10 Anomalous; 4.11 Hazard; 4.12 Intensity; 4.21 High-Frequency; 4.27 Extraordinary; 4.28 Severe; 4.29 Dramatic effect; 5.12.3 Examples/Cases; 5.15.2 Time Series; 7.2 Populations; 7.3 Risk; 7.4 Adaptation; 7.6 Human activity; 7.7 Health & psychology; 7.10 Agriculture; 7.12 Resource security; 7.17 Habitat destruction; 7.18 Prediction; 7.23 Complex; 7.24 Vulnerability; 7.28 Industrialization & infrastructure; 7.31 Conflict; 7.39 Human-environment dynamics; 7.41 Scale; 8.1 Contemporary (>1900); 8.2 Historical (1500-1900); 8.3 Early Holocene (10,000-1500); 9.1 Hypothesis-driven; 11.3.21 Central Europe; 11.4.12 Bangladesh; 11.5.2.4 South America; 12.4.1 Flood; 12.4.3 Drought; 12.4.7 Severe cold; 12.4.9 Severe heat/heat wave; 12.4.11.2 Rainfall; 14.1 Social Science; 15.1 Completed; 17 Cluster 1; 21 Complete set",
TRUE,FALSE,FALSE,"Matthews, Tom K. R.; Wilby, Robert L.; Murphy, Conor",2017,Communicating the deadly consequences of global warming for human heat stress,,Journal Article,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1617526114,114,15,,3861–3866,515,2.1 Human-centred; 2.2 Env. centred; 3.1 Quantitatively; 3.4 Statistically; 4.20 Frequency; 4.22 Deadly; 4.23 Overwhelm/Threshold; 4.28 Severe; 5.13.1 Climate Models (simulation); 5.15.2 Time Series; 6.1.1 Statistical; 7.2 Populations; 7.5 Climate change; 7.7 Health & psychology; 7.20 Acclimatization & tolerance; 7.24 Vulnerability; 8.5 Projected (future); 9.2 Discovery-driven; 11.1 Global; 11.4.9 South Asia; 12.4.9 Severe heat/heat wave; 14.3 Climate Science; 15.1 Completed; 20 Cluster 4; 21 Complete set,
