AU;TI;SO;TC;PY;VL;IS;BP;EP;DOI
"Kaliraj, S; Chandrasekar, N; Ramachandran, KK";COASTAL HABITAT VULNERABILITY OF SOUTHERN INDIA: A MULTIPLE PARAMETRIC APPROACH OF GIS BASED HVI (HABITAT VULNERABILITY INDEX) MODEL;GEOGRAFIA FISICA E DINAMICA QUATERNARIA;0;2019;42;1;27;41;https://doi.org/10.4461/GFDQ.2019.42.3
"Nori-Sarma, A; Benmarhnia, T; Rajiva, A; Azhar, GS; Gupta, P; Pednekar, MS; Bell, ML";Advancing our Understanding of Heat Wave Criteria and Associated Health Impacts to Improve Heat Wave Alerts in Developing Country Settings;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;0;2019;16;12;;;https://doi.org/10.3390/ijerph16122089
"Brazier, V; Bruneau, PMC; Gordon, JE; Rennie, AF";Making Space for Nature in a Changing Climate: The Role of Geodiversity in Biodiversity Conservation;SCOTTISH GEOGRAPHICAL JOURNAL;19;2012;128;04. Mar;211;233;https://doi.org/10.1080/14702541.2012.737015
"Belmar, O; Barquin, J; Alvarez-Martinez, JM; Penas, FJ; Del Jesus, M";The role of forest maturity in extreme hydrological events;ECOHYDROLOGY;3;2018;11;4;;;https://doi.org/10.1002/eco.1947
"Rapuc, W; Sabatier, P; Arnaud, F; Palumbo, A; Develle, AL; Reyss, JL; Augustin, L; Regnier, E; Piccin, A; Chapron, E; Dumoulin, JP; von Grafenstein, U";Holocene-long record of flood frequency in the Southern Alps (Lake Iseo, Italy) under human and climate forcing;GLOBAL AND PLANETARY CHANGE;4;2019;175;;160;172;https://doi.org/10.1016/j.gloplacha.2019.02.010
"Tiki, W; Oba, G; Tvedt, T";An indigenous time-related framework for reconstructing the impact of disasters on ancient water systems in southern Ethiopia, 1560-1950;JOURNAL OF HISTORICAL GEOGRAPHY;3;2013;41;;33;43;https://doi.org/10.1016/j.jhg.2012.12.001
"Nouri, AS; Charalampopoulos, I; Matzarakis, A";Beyond Singular Climatic Variables-Identifying the Dynamics of Wholesome Thermo-Physiological Factors for Existing/Future Human Thermal Comfort during Hot Dry Mediterranean Summers;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;3;2018;15;11;;;https://doi.org/10.3390/ijerph15112362
Obradovich, N;Climate change may speed democratic turnover;CLIMATIC CHANGE;13;2017;140;2;135;147;https://doi.org/10.1007/s10584-016-1833-8
"Christenson, E; Elliott, M; Banerjee, O; Hamrick, L; Bartram, J";Climate-Related Hazards: A Method for Global Assessment of Urban and Rural Population Exposure to Cyclones, Droughts, and Floods;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;13;2014;11;2;2169;2192;https://doi.org/10.3390/ijerph110202169
"Haberle, SG; David, B";Climates of change: human dimensions of Holocene environmental change in low latitudes of the PEPII transect;QUATERNARY INTERNATIONAL;71;2004;118;;165;179;https://doi.org/10.1016/S1040-6182(03)00136-8
"Vezzulli, L; Pezzati, E; Huete-Stauffer, C; Pruzzo, C; Cerrano, C";16SrDNA Pyrosequencing of the Mediterranean Gorgonian Paramuricea clavata Reveals a Link among Alterations in Bacterial Holobiont Members, Anthropogenic Influence and Disease Outbreaks;PLOS ONE;60;2013;8;6;;;https://doi.org/10.1371/journal.pone.0067745
"Barberena, R; Mendez, C; de Porras, ME";Zooming out from archaeological discontinuities: The meaning of mid-Holocene temporal troughs in South American deserts;JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY;15;2017;46;;68;81;https://doi.org/10.1016/j.jaa.2016.07.003
"Magniez, P; Boulbes, N";Environment during the Middle to Late Palaeolithic transition in southern France: The archaeological sequence of Tournal Cave (Bize-Minervois, France);QUATERNARY INTERNATIONAL;4;2014;337;;43;63;https://doi.org/10.1016/j.quaint.2013.08.021
"Orombelli, G; Maggi, V; Delmonte, B";Quaternary stratigraphy and ice cores;QUATERNARY INTERNATIONAL;14;2010;219;02. Jan;55;65;https://doi.org/10.1016/j.quaint.2009.09.029
"Han, LF; Xu, YP; Pan, GB; Deng, XJ; Hu, CS; Xu, HL; Shi, HY";Changing properties of precipitation extremes in the urban areas, Yangtze River Delta, China, during 1957-2013;NATURAL HAZARDS;20;2015;79;1;437;454;https://doi.org/10.1007/s11069-015-1850-3
"Blumetti, AM; DiManna, P; Ferreli, L; Florenza, D; Vittorl, E";Reduction of environmental risk from capable faults: The case of the Eastern Etna region (eastern Sicily, Italy);QUATERNARY INTERNATIONAL;5;2007;173;;45;56;https://doi.org/10.1016/j.quaint.2007.05.010
"Folch, A; Barcons, J; Kozono, T; Costa, A";High-resolution modelling of atmospheric dispersion of dense gas using TWODEE-2.1: application to the 1986 Lake Nyos limnic eruption;NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;3;2017;17;6;861;879;https://doi.org/10.5194/nhess-17-861-2017
"Green, D; Alexander, L; Mclnnes, K; Church, J; Nicholls, N; White, N";An assessment of climate change impacts and adaptation for the Torres Strait Islands, Australia;CLIMATIC CHANGE;37;2010;102;04. Mar;405;433;https://doi.org/10.1007/s10584-009-9756-2
"Smith, ET; Sheridan, SC";The influence of extreme cold events on mortality in the United States;SCIENCE OF THE TOTAL ENVIRONMENT;5;2019;647;;342;351;https://doi.org/10.1016/j.scitotenv.2018.07.466
"Hong, B; Gasse, F; Uchida, M; Hong, YT; Leng, XT; Shibata, Y; An, N; Zhu, YX; Wang, Y";Increasing summer rainfall in arid eastern-Central Asia over the past 8500 years;SCIENTIFIC REPORTS;31;2014;4;;;;https://doi.org/10.1038/srep05279
"Sadori, L; Jahns, S; Peyron, O";Mid-Holocene vegetation history of the central Mediterranean;HOLOCENE;110;2011;21;1;117;129;https://doi.org/10.1177/0959683610377530
"Clarke, J; Brooks, N; Banning, EB; Bar-Matthews, M; Campbell, S; Clare, L; Cremaschi, M; di Lernia, S; Drake, N; Gallinaro, M; Manning, S; Nicoll, K; Philip, G; Rosen, S; Schoop, UD; Tafuri, MA; Weninger, B; Zerboni, A";Climatic changes and social transformations in the Near East and North Africa during the 'long' 4th millennium BC: A comparative study of environmental and archaeological evidence;QUATERNARY SCIENCE REVIEWS;51;2016;136;;96;121;https://doi.org/10.1016/j.quascirev.2015.10.003
"Mason, LR; Agan, TC";Weather variability in urban Philippines: a gender analysis of household impacts;CLIMATIC CHANGE;4;2015;132;4;589;599;https://doi.org/10.1007/s10584-015-1437-8
"Holting, M; Bovolo, CI; Ernst, R";Facing complexity in tropical conservation: how reduced impact logging and climatic extremes affect beta diversity in tropical amphibian assemblages;BIOTROPICA;3;2016;48;4;528;536;https://doi.org/10.1111/btp.12309
"Carey, M; Huggel, C; Bury, J; Portocarrero, C; Haeberli, W";An integrated socio-environmental framework for glacier hazard management and climate change adaptation: lessons from Lake 513, Cordillera Blanca, Peru;CLIMATIC CHANGE;85;2012;112;04. Mar;733;767;https://doi.org/10.1007/s10584-011-0249-8
"Cullen, AC; Anderson, CL";Perception of Climate Risk among Rural Farmers in Vietnam: Consistency within Households and with the Empirical Record;RISK ANALYSIS;7;2017;37;3;531;545;https://doi.org/10.1111/risa.12631
"Scoccimarro, E; Fogli, PG; Gualdi, S";The role of humidity in determining scenarios of perceived temperature extremes in Europe;ENVIRONMENTAL RESEARCH LETTERS;2;2017;12;11;;;https://doi.org/10.1088/1748-9326/aa8cdd
"Wang, X; Ding, ZL; Peng, PA";Changes in fire regimes on the Chinese Loess Plateau since the last glacial maximum and implications for linkages to paleoclimate and past human activity;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;25;2012;315;;61;74;https://doi.org/10.1016/j.palaeo.2011.11.008
"Gu, SH; Huang, CR; Bai, L; Chu, C; Liu, QY";Heat-related illness in China, summer of 2013;INTERNATIONAL JOURNAL OF BIOMETEOROLOGY;25;2016;60;1;131;137;https://doi.org/10.1007/s00484-015-1011-0
"Panin, AV; Fuzeina, JN; Belyaev, VR";Long-term development of Holocene and Pleistocene gullies in the Protva River basin, Central Russia;GEOMORPHOLOGY;22;2009;108;02. Jan;71;91;https://doi.org/10.1016/j.geomorph.2008.06.017
Doruta, C;EARLY BLIZZARD PHENOMENA IN SOUTHEASTERN ROMANIA. CASE STUDY: 2-3 NOVEMBER 1980;PRESENT ENVIRONMENT AND SUSTAINABLE DEVELOPMENT;1;2016;10;1;105;115;https://doi.org/10.1515/pesd-2016-0009
"Collins, CJ; Rawlence, NJ; Prost, S; Anderson, CNK; Knapp, M; Scofield, RP; Robertson, BC; Smith, I; Matisoo-Smith, EA; Chilvers, BL; Waters, JM";Extinction and recolonization of coastal megafauna following human arrival in New Zealand;PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES;37;2014;281;1786;;;https://doi.org/10.1098/rspb.2014.0097
"Anderson, GB; Bell, ML";Heat Waves in the United States: Mortality Risk during Heat Waves and Effect Modification by Heat Wave Characteristics in 43 U.S. Communities;ENVIRONMENTAL HEALTH PERSPECTIVES;380;2011;119;2;210;218;https://doi.org/10.1289/ehp.1002313
"Lara, RJ; Neogi, S; Islam, M; Mahmud, Z; Yamasaki, S; Nair, G";Influence of Catastrophic Climatic Events and Human Waste on Vibrio Distribution in the Karnaphuli Estuary, Bangladesh;ECOHEALTH;26;2009;6;2;279;286;https://doi.org/10.1007/s10393-009-0257-6
"Schroder, T; van't Hoff, J; Lopez-Saez, J; Viehberg, F; Melles, M; Reicherter, K";Holocene climatic and environmental evolution on the southwestern Iberian Peninsula: A high-resolution multi-proxy study from Lake Medina (Cadiz, SW Spain);QUATERNARY SCIENCE REVIEWS;2;2018;198;;208;225;https://doi.org/10.1016/j.quascirev.2018.08.030
"Miao, LJ; Liu, Q; Fraser, R; He, B; Cui, XF";Shifts in vegetation growth in response to multiple factors on the Mongolian Plateau from 1982 to 2011;PHYSICS AND CHEMISTRY OF THE EARTH;14;2015;;;50;59;https://doi.org/10.1016/j.pce.2015.07.010
"Coffel, ED; Horton, RM; de Sherbinin, A";Temperature and humidity based projections of a rapid rise in global heat stress exposure during the 21st century;ENVIRONMENTAL RESEARCH LETTERS;27;2018;13;1;;;https://doi.org/10.1088/1748-9326/aaa00e
"Defleur, AR; Desclaux, E";Impact of the last interglacial climate change on ecosystems and Neanderthals behavior at Baume Moula-Guercy, Ardeche, France;JOURNAL OF ARCHAEOLOGICAL SCIENCE;1;2019;104;;114;124;https://doi.org/10.1016/j.jas.2019.01.002
"Juarez, EIAY; Jiang, ZG";Flood exposure for vertebrates in China's terrestrial priority areas for biodiversity conservation: Identifying internal refugia;BIOLOGICAL CONSERVATION;2;2016;199;;137;145;https://doi.org/10.1016/j.biocon.2016.04.021
"Schneider, SH; Root, TL";Ecological implications of climate change will include surprises;BIODIVERSITY AND CONSERVATION;29;1996;5;9;1109;1119;https://doi.org/10.1007/BF00052720
"Duarte, HD; Droguett, EL; Moura, MD; Gomes, ECD; Barbosa, C; Barbosa, V; Araujo, M";An Ecological Model for Quantitative Risk Assessment for Schistosomiasis: The Case of a Patchy Environment in the Coastal Tropical Area of Northeastern Brazil;RISK ANALYSIS;6;2014;34;5;831;846;https://doi.org/10.1111/risa.12139
"Voelkel, J; Hellman, D; Sakuma, R; Shandas, V";Assessing Vulnerability to Urban Heat: A Study of Disproportionate Heat Exposure and Access to Refuge by Socio-Demographic Status in Portland, Oregon;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;8;2018;15;4;;;https://doi.org/10.3390/ijerph15040640
Kaiser, H;Origins and introductions of the Caribbean frog, Eleutherodactylus johnstonei (Leptodactylidae): management and conservation concerns;BIODIVERSITY AND CONSERVATION;19;1997;6;10;1391;1407;https://doi.org/10.1023/A:1018341814510
"Pettay, DT; Wham, DC; Smith, RT; Iglesias-Prieto, R; LaJeunesse, TC";Microbial invasion of the Caribbean by an Indo-Pacific coral zooxanthella;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;65;2015;112;24;7513;7518;https://doi.org/10.1073/pnas.1502283112
"Moreno, PI; Simi, E; Villa-Martinez, RP; Vilanova, I";Early arboreal colonization, postglacial resilience of deciduous Nothofagus forests, and the Southern Westerly Wind influence in central-east Andean Patagonia;QUATERNARY SCIENCE REVIEWS;3;2019;218;;61;74;https://doi.org/10.1016/j.quascirev.2019.06.004
Skerratt, S;Enhancing the analysis of rural community resilience: Evidence from community land ownership;JOURNAL OF RURAL STUDIES;87;2013;31;;36;46;https://doi.org/10.1016/j.jrurstud.2013.02.003
"Bialozyt, R; Bradley, LR; Bradshaw, RHW";Modelling the spread of Fagus sylvatica and Picea abies in southern Scandinavia during the late Holocene;JOURNAL OF BIOGEOGRAPHY;11;2012;39;4;665;675;https://doi.org/10.1111/j.1365-2699.2011.02665.x
"Li, Z; Zheng, FL; Liu, WZ; Flanagan, DC";Spatial distribution and temporal trends of extreme temperature and precipitation events on the Loess Plateau of China during 1961-2007;QUATERNARY INTERNATIONAL;103;2010;226;02. Jan;92;100;https://doi.org/10.1016/j.quaint.2010.03.003
"Modarres, R; Ghadami, M; Naderi, S; Naderi, M";Future heat stress arising from climate change on Iran's population health;INTERNATIONAL JOURNAL OF BIOMETEOROLOGY;1;2018;62;7;1275;1281;https://doi.org/10.1007/s00484-018-1532-4
Fitzhugh, B;Hazards, Impacts, and Resilience among Hunter-Gatherers of the Kuril Islands;SURVIVING SUDDEN ENVIRONMENTAL CHANGE: UNDERSTANDING HAZARDS, MITIGATING IMPACTS, AVOIDING DISASTERS;23;2012;;;19;+;https://doi.org/
Lipp, DO;Climate Change, Air Pollution, and Infectious Diseases: A New Epidemiological Scenario in Argentina;CLIMATE CHANGE AND AIR POLLUTION: THE IMPACT ON HUMAN HEALTH IN DEVELOPED AND DEVELOPING COUNTRIES;0;2018;;;405;418;https://doi.org/10.1007/978-3-319-61346-8_24
"Rasanen, TA; Lindgren, V; Guillaume, JHA; Buckley, BM; Kummu, M";On the spatial and temporal variability of ENSO precipitation and drought teleconnection in mainland Southeast Asia;CLIMATE OF THE PAST;10;2016;12;9;1889;1905;https://doi.org/10.5194/cp-12-1889-2016
"Innes, JB; Zong, YQ; Wang, ZH; Chen, ZY";Climatic and palaeoecological changes during the mid- to Late Holocene transition in eastern China: high-resolution pollen and non-pollen palynomorph analysis at Pingwang, Yangtze coastal lowlands;QUATERNARY SCIENCE REVIEWS;30;2014;99;;164;175;https://doi.org/10.1016/j.quascirev.2014.06.013
"Harder-Lauridsen, NM; Kuhn, KG; Erichsen, AC; Molbak, K; Ethelberg, S";Gastrointestinal Illness among Triathletes Swimming in Non-Polluted versus Polluted Seawater Affected by Heavy Rainfall, Denmark, 2010-2011;PLOS ONE;16;2013;8;11;;;https://doi.org/10.1371/journal.pone.0078371
"Souch, C; Grimmond, CSB";Applied climatology: 'heat waves';PROGRESS IN PHYSICAL GEOGRAPHY;34;2004;28;4;599;606;https://doi.org/10.1191/0309133304pp428pr
"Norris, RD; Rohl, U";Carbon cycling and chronology of climate warming during the Palaeocene/Eocene transition;NATURE;219;1999;401;6755;775;778;https://doi.org/10.1038/44545
"Wei, CH; Wang, HH; Liu, G; Zhao, FP; Kijas, JW; Ma, YJ; Lu, J; Zhang, L; Cao, JX; Wu, MM; Wang, GK; Liu, RZ; Liu, Z; Zhang, SZ; Liu, CS; Du, LX";Genome-wide analysis reveals adaptation to high altitudes in Tibetan sheep;SCIENTIFIC REPORTS;12;2016;6;;;;https://doi.org/10.1038/srep26770
"Tan, ZH; Han, YM; Cao, JJ; Huang, CC; Mao, LJ; Liu, Z; An, ZS";The linkages with fires, vegetation composition and human activity in response to climate changes in the Chinese Loess Plateau during the Holocene;QUATERNARY INTERNATIONAL;1;2018;488;;18;29;https://doi.org/10.1016/j.quaint.2018.03.041
"Diakakis, M; Mavroulis, S; Deligiannakis, G";Floods in Greece, a statistical and spatial approach;NATURAL HAZARDS;43;2012;62;2;485;500;https://doi.org/10.1007/s11069-012-0090-z
"Li, PJ; Yin, W; Li, P; Li, XJ; Zhang, CG; Stagnitti, F; Xiong, XZ";Distribution and migration of nitrobenzene in water following a simulated spill;JOURNAL OF HAZARDOUS MATERIALS;4;2010;182;03. Jan;787;791;https://doi.org/10.1016/j.jhazmat.2010.06.105
"Luque, JA; Julia, R";Lake sediment response to land-use and climate change during the last 1000 years in the oligotrophic Lake Sanabria (northwest of Iberian Peninsula);SEDIMENTARY GEOLOGY;32;2002;148;02. Jan;343;355;https://doi.org/10.1016/S0037-0738(01)00225-1
Pawson, E;Environmental hazards and natural disasters;NEW ZEALAND GEOGRAPHER;4;2011;67;3;143;147;https://doi.org/10.1111/j.1745-7939.2011.01207.x
"Mulholland, PJ; Roberts, BJ; Hill, WR; Smith, JG";Stream ecosystem responses to the 2007 spring freeze in the southeastern United States: unexpected effects of climate change;GLOBAL CHANGE BIOLOGY;25;2009;15;7;1767;1776;https://doi.org/10.1111/j.1365-2486.2009.01864.x
"de Leon, JCV; Bogardi, JJ";Focusing on the Environment and Human Security Nexus;GEOPHYSICAL HAZARDS: MINIMIZING RISK, MAXIMIZING AWARENESS;0;2010;;;31;39;https://doi.org/10.1007/978-90-481-3236-2_3
"Oliveira, JP; Sousa-Pinto, I; Weber, GM; Bertocci, I";Interplay of experimental harvesting and climate-related disturbance on benthic assemblages of rocky seashores;MARINE ECOLOGY PROGRESS SERIES;6;2014;495;;131;+;https://doi.org/10.3354/meps10574
"Frazier, AE; Hemingway, BL; Brasher, JP";Land surface heterogeneity and tornado occurrence: an analysis of Tornado Alley and Dixie Alley;GEOMATICS NATURAL HAZARDS & RISK;0;2019;10;1;1475;1492;https://doi.org/10.1080/19475705.2019.1583292
"Huang, JJS; Wei, KY; Lowemark, L; Song, SR; Chuang, CK; Yang, TN; Lee, MY; Chen, YB; Horng, CS; Chen, KH; Lee, TQ";What caused the cultural hiatus in the Iron-Age Kiwulan Site, northeastern Taiwan?;QUATERNARY INTERNATIONAL;3;2019;514;;186;194;https://doi.org/10.1016/j.quaint.2018.07.005
"Sena, A; Barcellos, C; Freitas, C; Corvalan, C";Managing the Health Impacts of Drought in Brazil;INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;13;2014;11;10;10737;10751;https://doi.org/10.3390/ijerph111010737
"Kimambo, ON; Chikoore, H; Gumbo, JR; Msagati, TAM";Retrospective analysis of Chlorophyll-a and its correlation with climate and hydrological variations in Mindu Dam, Morogoro, Tanzania;HELIYON;0;2019;5;11;;;https://doi.org/10.1016/j.heliyon.2019.e02834
"Sturmbauer, C; Baric, S; Salzburger, W; Ruber, L; Verheyen, E";Lake level fluctuations synchronize genetic divergences of cichlid fishes in African lakes;MOLECULAR BIOLOGY AND EVOLUTION;173;2001;18;2;144;154;https://doi.org/10.1093/oxfordjournals.molbev.a003788
"Sturm, MB; Ganbaatar, O; Voigt, CC; Kaczensky, P";First field-based observations of H-2 and O-18 values of event-based precipitation, rivers and other water bodies in the Dzungarian Gobi, SW Mongolia;ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES;7;2017;53;2;157;171;https://doi.org/10.1080/10256016.2016.1231184
Prieto, AR;Vegetational history of the Late glacial-Holocene transition in the grasslands of eastern Argentina;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;53;2000;157;04. Mar;167;188;https://doi.org/10.1016/S0031-0182(99)00163-7
"Tzavella, K; Fekete, A; Fiedrich, F";Opportunities provided by geographic information systems and volunteered geographic information for a timely emergency response during flood events in Cologne, Germany;NATURAL HAZARDS;4;2018;91;;S29;S57;https://doi.org/10.1007/s11069-017-3102-1
"Saez, A; Valero-Garces, BL; Giralt, S; Moreno, A; Bao, R; Pueyo, JJ; Hernandez, A; Casas, D";Glacial to Holocene climate changes in the SE Pacific. The Raraku Lake sedimentary record (Easter Island, 27 degrees S);QUATERNARY SCIENCE REVIEWS;52;2009;28;25-26;2743;2759;https://doi.org/10.1016/j.quascirev.2009.06.018
